agreement,grid
0.8487535953978907,1.9307|20|21.5443|25|30|35|50|220
0.8487535953978907,1.9307|20|21.5443|25|30|40|50|220
0.8486337488015341,1.9307|15|20|26.827|51.7947|220
0.8486337488015341,1.9307|15|20|22|25|51.7947|220
0.8486337488015341,1.9307|15|20|22|26.827|51.7947|220
0.8486337488015341,1.9307|20|21.5443|22|50|51.7947|220
0.8486337488015341,1.9307|20|25|26.827|50|51.7947|220
0.8486337488015341,1.9307|15|20|21.5443|25|26.827|51.7947|220
0.8486337488015341,1.9307|15|20|21.5443|25|35|51.7947|220
0.8486337488015341,1.9307|20|21.5443|25|26.827|50|51.7947|220
0.8486337488015341,1.9307|20|22|25|26.827|50|51.7947|220
0.8485139022051774,1.9307|20|40|51.7947|220
0.8485139022051774,1.9307|22|25|50|220
0.8485139022051774,1.9307|20|21.5443|30|50|220
0.8485139022051774,1.9307|20|22|30|50|220
0.8485139022051774,1.9307|20|22|50|51.7947|220
0.8485139022051774,1.9307|20|25|50|51.7947|220
0.8485139022051774,1.9307|20|26.827|50|51.7947|220
0.8485139022051774,1.9307|15|20|21.5443|25|51.7947|220
0.8485139022051774,1.9307|15|20|21.5443|26.827|51.7947|220
0.8485139022051774,1.9307|20|21.5443|22|30|50|220
0.8485139022051774,1.9307|20|21.5443|26.827|50|51.7947|220
0.8485139022051774,1.9307|20|21.5443|30|40|50|220
0.8485139022051774,1.9307|20|22|25|50|51.7947|220
0.8485139022051774,1.9307|20|22|26.827|50|51.7947|220
0.8485139022051774,1.9307|20|22|30|40|50|220
0.8485139022051774,1.9307|21.5443|22|25|50|51.7947|220
0.8485139022051774,1.9307|15|20|21.5443|22|25|51.7947|220
0.8485139022051774,1.9307|15|20|21.5443|22|26.827|51.7947|220
0.8485139022051774,1.9307|20|21.5443|22|26.827|50|51.7947|220
0.8485139022051774,1.9307|20|21.5443|22|30|40|50|220
0.8483940556088208,1.9307|20|21.5443|51.7947|60|220
0.8483940556088208,1.9307|21.5443|22|40|51.7947|220
0.8483940556088208,1.9307|20|21.5443|22|40|51.7947|220
0.8483940556088208,1.9307|20|21.5443|25|50|51.7947|220
0.8483940556088208,1.9307|15|20|21.5443|30|50|51.7947|220
0.8483940556088208,1.9307|15|20|21.5443|35|40|51.7947|220
0.8483940556088208,1.9307|15|20|22|30|50|51.7947|220
0.8483940556088208,1.9307|20|21.5443|22|25|50|51.7947|220
0.8482742090124641,1.9307|20|22|40|51.7947|220
0.8482742090124641,1.9307|15|20|21.5443|35|51.7947|220
0.8480345158197508,1.9307|15|21.5443|25|26.827|30|51.7947|220
0.8480345158197508,1.9307|21.5443|22|25|26.827|30|50|220
0.8479146692233941,1.9307|20|51.7947|220
0.8479146692233941,1.9307|21.5443|22|51.7947|220
0.8479146692233941,1.9307|15|21.5443|26.827|30|51.7947|220
0.8479146692233941,1.9307|15|21.5443|30|35|51.7947|220
0.8479146692233941,1.9307|21.5443|22|26.827|30|50|220
0.8479146692233941,1.9307|21.5443|22|30|35|50|220
0.8479146692233941,1.9307|15|21.5443|22|26.827|30|51.7947|220
0.8479146692233941,1.9307|15|21.5443|25|26.827|40|51.7947|220
0.8479146692233941,1.9307|15|21.5443|26.827|30|35|51.7947|220
0.8479146692233941,1.9307|15|21.5443|26.827|30|40|51.7947|220
0.8479146692233941,1.9307|15|21.5443|30|35|40|51.7947|220
0.8479146692233941,1.9307|21.5443|22|26.827|30|35|50|220
